,price
0,1938.9044879250039
1,1781.9595351960995
2,1796.487307085589
3,1759.49110940828
4,1759.49110940828
5,1667.3276432224686
6,1788.9572011820028
7,1786.6387900543589
8,1826.0285302708567
9,1912.10765934395
10,1863.4717814828507
11,1782.4550308196874
12,1800.6834373201239
13,1832.0694137048013
14,1832.0694137048013
15,1945.00715892974
16,2088.5002872711952
17,2026.7676885843562
18,2026.7676885843562
19,2009.285868718009
20,2039.1584429835839
21,2009.913184223743
22,2039.7960776852678
23,2059.613120498215
24,2059.613120498215
25,1922.6448468453016
26,1830.60354137736
27,1788.8193248824
28,1788.8193248824
29,1759.509491357969
30,1807.0792934916528
31,1767.1527559087726
32,1777.1869678680152
33,1733.614413195011
34,1722.1118096315406
35,1738.0912891592848
36,1702.5064277378742
37,1779.7594011812478
38,1779.7594011812478
39,1685.6618842777334
40,1685.6618842777334
41,1643.4449670765948
42,1643.4449670765948
43,1677.4717505884207
44,1714.5014197219214
45,1694.2766629298305
46,1757.1387765073182
47,1649.8620485248803
48,1649.8620485248803
49,1636.7804005474004
50,1634.6761942532196
51,1562.1465428191245
52,1484.3920118906547
53,1536.9807898222837
54,1536.9807898222837
55,1536.9807898222837
56,1441.9194890697436
57,1476.2206108805415
58,1503.8330429262692
59,1539.1185080027285
60,1539.1185080027285
61,1514.9516629997129
62,1482.5248809006769
63,1426.5394850259192
64,1421.2121913459039
65,1492.2570126643418
66,1595.283565085567
67,1595.283565085567
68,1598.293033067009
69,1644.89604389604
70,1644.89604389604
71,1710.6904904714147
72,1687.9142549758549
73,1687.9142549758549
74,1594.4057654541482
75,1570.3004486972875
76,1519.6110178742065
77,1550.5342028659397
78,1535.752346679351
79,1527.2019871073246
80,1494.9407031050073
81,1497.4470145498265
82,1567.5509144005746
83,1594.335167965943
84,1653.8706555055371
85,1732.7261962616626
86,1637.7323059411656
87,1567.4439841431326
88,1567.4439841431326
89,1693.7424796874038
90,1736.8347933225864
91,1678.7667295111805
92,1678.7667295111805
93,1597.293619969879
94,1632.6458500859376
95,1632.6458500859376
96,1690.9187860335592
97,1690.9187860335592
98,1737.6245137393134
99,1790.4858198137156
100,1725.832727252067
101,1604.937196376058
102,1542.095691665203
103,1542.095691665203
104,1428.4827252154569
105,1471.0022429904302
106,1497.3276871036533
107,1497.3276871036533
108,1487.6664031604364
109,1487.6664031604364
110,1487.6664031604364
111,1440.150933503934
112,1440.150933503934
113,1440.150933503934
114,1397.7851570759135
115,1397.7851570759135
116,1516.1361102687024
117,1493.8514444780524
118,1558.731050690212
119,1607.8047529457785
120,1607.8047529457785
121,1493.3860481178726
122,1493.3860481178726
123,1430.3148097887313
124,1430.3148097887313
125,1358.7654979938266
126,1366.1100282449768
127,1366.1100282449768
128,1366.1100282449768
129,1417.654989002008
130,1417.654989002008
131,1417.654989002008
132,1330.6953382035401
133,1279.8991488538811
134,1279.8991488538811
135,1316.143456326374
136,1340.561049678588
137,1283.3163989435366
138,1283.3163989435366
139,1359.2986777035915
140,1364.5167137035455
141,1364.9122526824956
142,1342.989831705798
143,1319.7582303884658
144,1255.9496988505298
145,1222.8560703126213
146,1333.07058441733
147,1257.7971137322265
148,1242.6032361609793
149,1292.3356524162425
150,1274.0418299123344
151,1245.3011706495329
152,1199.0314282988973
153,1199.0314282988973
154,1199.0314282988973
155,1240.8238573605768
156,1212.597841581792
157,1212.597841581792
158,1153.6636786448923
159,1198.4055696921605
160,1198.4055696921605
161,1297.518416862816
162,1297.518416862816
163,1332.240012797785
164,1387.1351190120695
165,1387.1351190120695
166,1487.1686132144073
167,1487.1686132144073
168,1474.0874929337954
169,1493.564668606435
170,1493.564668606435
171,1482.0820239137354
172,1482.0820239137354
173,1450.6752231595478
174,1432.0670227760265
175,1429.7683415381732
176,1379.0641905685059
177,1352.123322714948
178,1291.7423254691944
179,1314.74948949443
180,1346.3672844326315
181,1367.2304720305322
182,1367.2304720305322
183,1249.7099945297487
184,1249.7099945297487
185,1287.2508149734426
186,1359.5808751899306
187,1424.7404838156513
188,1477.4367261650052
189,1471.8771293138807
190,1426.5571482161758
191,1356.9718447157265
192,1356.9718447157265
193,1373.498756120255
194,1412.1126139440037
195,1356.4561637058134
196,1356.4561637058134
197,1292.197734762901
198,1272.5413466317498
199,1260.2327965261125
200,1254.3917549506855
201,1227.6679050830573
202,1227.6679050830573
203,1170.9751648484246
204,1125.7275280678239
205,1099.6958563584656
206,1133.8917981235809
207,1106.691516186528
208,1075.9982430383643
209,1105.4613733074448
210,1134.5325533157952
211,1191.7309274564584
212,1202.4413047430558
213,1202.4413047430558
214,1260.7438218894952
215,1200.072743785708
216,1193.768615390452
217,1158.9261470895922
218,1142.6816583001605
219,1138.8385020567466
220,1138.8385020567466
221,1140.134999072289
222,1114.0563612965782
223,1123.4824437746297
224,1123.4824437746297
225,1020.7259438966133
226,982.1519189280533
227,982.1519189280533
228,950.2434642115655
229,974.7045390564746
230,989.0005857860527
231,930.1804349624248
232,930.1804349624248
233,930.1804349624248
234,929.8316110723
235,897.4140843883899
236,837.3167953813347
237,807.1973472727243
238,778.4454668512219
239,776.5862765662042
240,744.9000861903183
241,823.3285254854472
242,823.3285254854472
243,823.3285254854472
244,840.664228069173
245,874.2250629327687
246,845.7265023320607
247,852.9505883699347
248,851.9263111689107
249,892.6054132161349
250,863.7854620421632
251,882.5820509390193
252,877.9919817519182
253,885.087289077798
254,922.0455994038672
255,922.0455994038672
256,947.6065050312719
257,947.6065050312719
258,907.6923650747102
259,889.1328772319475
260,889.1328772319475
261,941.2094550268396
262,948.0145030912636
263,946.5550690219604
264,975.7284753351256
265,948.6965621777928
266,972.1521061746904
267,966.6538673597673
268,988.8875948457152
269,988.8875948457152
270,965.0603265773648
271,991.5808326962403
272,932.5902725523807
273,918.6537886163254
274,913.5215821354892
275,905.8167270754823
276,858.6221884135613
277,858.6221884135613
278,865.5102280610065
279,871.5156402084959
280,887.3712623467137
281,906.5768394538208
282,906.5768394538208
283,883.7348242495801
284,923.5075777649396
285,923.5075777649396
286,1004.6794135835114
287,982.9406316370754
288,1000.612355270028
289,1025.3148594913084
290,1071.3294074266448
291,989.3701627232327
292,942.8775847507628
293,986.5132318045752
294,986.5132318045752
295,913.9218260480756
296,846.0647814124077
297,852.9649625955938
298,818.9563894960356
299,798.2499012521013
300,758.8481347293217
301,750.8814836081737
302,705.4666010563723
303,731.8878873856207
304,731.8878873856207
305,768.8540225593028
306,746.8552887275374
307,746.4018672687589
308,746.4018672687589
309,696.3878151340923
310,678.9473982973816
311,678.5569959490607
312,678.5569959490607
313,722.9282829496034
314,703.8792467893843
315,730.5750121027368
316,697.7836973192923
317,722.0316866339086
318,688.8905683975469
319,688.8905683975469
320,688.8905683975469
321,721.2003304674199
322,716.0179167520206
323,695.561465688038
324,695.561465688038
325,696.9074004147922
326,661.1997563038659
327,661.1997563038659
328,696.8362808700592
329,715.1634496023962
330,685.6623239079852
331,685.9492778803979
332,697.9799378071608
333,719.1386246069742
334,696.2249333024904
335,696.2249333024904
336,625.0336580298667
337,635.3796624735584
338,656.9394533926725
339,632.9188105968952
340,632.9188105968952
341,634.7655028511467
342,651.0637106974059
343,660.0782779097716
344,660.0782779097716
345,656.4807654729324
346,644.8914241280485
347,697.704790483446
348,715.0190586590053
349,719.9607533590912
350,719.9607533590912
351,705.0157953541873
352,651.6068573398836
353,670.0612379453944
354,670.0612379453944
355,658.2429085120996
356,653.7008533719383
357,638.2084420158137
358,620.046877208444
359,610.2281887783254
360,600.3842332712038
361,613.9309098058817
362,627.4540979613855
363,627.4540979613855
364,627.4540979613855
365,659.032452407315
366,708.939500083071
367,683.2242058550047
368,658.8112920209902
369,644.4313640227277
370,644.4313640227277
371,588.5870169400803
372,619.7291572759901
373,636.7544603286423
374,626.7214879652316
375,614.063711647932
376,586.8817922926382
377,588.2146770082969
378,588.2146770082969
379,592.1705098865367
380,592.1705098865367
381,633.9423853274512
382,640.8894638609266
383,614.0858228865931
384,614.0858228865931
385,589.1240489886673
386,601.7185251843866
387,610.3583779968948
388,605.8431569059495
389,619.3344713715754
390,644.0943986254829
391,578.5513776917154
392,582.6915386424618
393,605.9698574187721
394,634.5712174765152
395,634.5712174765152
396,634.5712174765152
397,625.1901329635865
398,641.1120246258592
399,658.1881540804687
400,647.963975904981
401,660.2636716921587
402,662.9598621828422
403,646.8210488104341
404,671.8879889968672
405,704.465395696855
406,715.2622499761316
407,735.3184412663875
408,742.5672064368442
409,776.8896921889543
410,775.3478431604344
411,797.1238632896045
412,835.5057779822847
413,866.3664209156665
414,825.0965040602423
415,831.8820147960236
416,856.3585673646326
417,884.0913475665577
418,884.0913475665577
419,853.0803862906886
420,817.6260140490475
421,810.8619117753174
422,841.9692585560257
423,836.6822401270174
424,836.6822401270174
425,836.6822401270174
426,807.132034872895
427,801.2057959772618
428,820.3413595942543
429,844.8885358847552
430,884.7165862517372
431,909.5468116884084
432,867.4589422787291
433,903.0633199730322
434,877.2955332763554
435,841.1735405301297
436,868.3183596642442
437,907.8372095924243
438,899.5449225215312
439,940.4632785909275
440,951.2208992531278
441,918.5839074440544
442,911.1513714120067
443,911.1513714120067
444,926.0741364225372
445,915.4698919117296
446,972.645539255746
447,1002.8112206863948
448,1002.8112206863948
449,1002.8112206863948
450,963.8896645330644
451,897.3871412290753
452,880.0976762380867
453,841.5235282533653
454,878.5379031539343
455,870.4700969578157
456,870.2415745616879
457,870.2415745616879
458,879.9804039219002
459,840.8730571230992
460,830.8504319275157
461,821.9657425900117
462,832.1531507488472
463,842.4454649739665
464,842.4454649739665
465,792.4720455945688
466,772.0996690539631
467,772.0996690539631
468,772.0996690539631
469,839.7044381614038
470,873.0804254201945
471,870.1965673032797
472,889.8648802147702
473,920.2816130969844
474,962.2294691444336
475,962.2294691444336
476,975.5474754658653
477,928.0794228524652
478,928.0794228524652
479,928.0794228524652
480,928.0794228524652
